"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"1255","H2NY16057","MCLAUGHLIN, JOSEPH","REP",2012,"H","NY",16,"C00521476"
"1256","H2NY17071","NADLER, JERROLD L. MR.","DEM",2012,"H","NY",10,"C00290825"
"1257","H2NY17139","CARVIN, JOSEPH","REP",2012,"H","NY",17,"C00515601"
"1258","H2NY18079","MOULTRIE, ANNE JACOBS","DEM",2012,"H","NY",18,"C00524959"
"1259","H2NY19077","BECKER, RICHARD H","DEM",2012,"H","NY",18,"C00499046"
"1260","H2NY19085","ALEXANDER, MATTHEW CLIFFORD","DEM",2012,"H","NY",18,"C00503995"
"1261","H2NY19093","WILSON, THOMAS","DEM",2012,"H","NY",18,"C00511287"
"1262","H2NY19101","JACKSON, DUANE","DEM",2012,"H","NY",18,"C00516286"
"1263","H2NY20091","TYNER, JOEL CARLTON","DEM",2012,"H","NY",19,""
"1264","H2NY21099","DIETERICH, ROBERT J","REP",2012,"H","NY",20,"C00514844"
"1265","H2NY22105","ENGEL, TOM","REP",2012,"H","NY",22,"C00503342"
"1266","H2NY22121","DANKS BURKE, LESLIE","DEM",2012,"H","NY",23,"C00511733"
"1267","H2NY22139","MALONEY, SEAN PATRICK","DEM",2012,"H","NY",18,"C00512426"
"1268","H2NY22147","LAMB, DAN","DEM",2012,"H","NY",22,"C00512699"
"1269","H2NY22154","KICINSKI, MICHAEL J SR","REP",2012,"H","NY",22,"C00521278"
"1270","H2NY23095","GREENE, KELLIE","REP",2012,"H","NY",21,"C00508895"
"1271","H2NY23103","DOBSON, MELISSA K","DEM",2012,"H","NY",23,"C00520072"
"1272","H2NY25066","MURPHY, BRIANNE-ELISE","DEM",2012,"H","NY",25,"C00494831"
"1273","H2NY25074","BROOKS, MAGGIE","REP",2012,"H","NY",25,"C00516708"
"1274","H2NY26080","HINCHEY, MAURICE D","DEM",2012,"H","NY",19,"C00272633"
"1275","H2NY26163","NIXON, DOROLLO JR","REP",2012,"H","NY",26,"C00507434"
"1276","H2NY28110","DECKER, ANDREW MICHAEL","REP",2012,"H","NY",28,"C00503797"
"1277","H2OH01145","PILLICH, CONNIE","DEM",2012,"H","OH",1,"C00501122"
"1278","H2OH01160","KANTZLER, MALCOLM","DEM",2012,"H","OH",1,""
"1279","H2OH02085","WENSTRUP, BRAD","REP",2012,"H","OH",2,"C00497818"
"1280","H2OH02093","KUNDRATA, FREDERICK L III","REP",2012,"H","OH",2,"C00506279"
"1281","H2OH02101","BRUSH, TONY","REP",2012,"H","OH",2,""
"1282","H2OH02119","GREEN, JOE","REP",2012,"H","OH",2,""
"1283","H2OH03067","TURNER, MICHAEL R","REP",2012,"H","OH",10,"C00373001"
"1284","H2OH03117","CELESTE, TED","DEM",2012,"H","OH",3,"C00506063"
"1285","H2OH03125","BEATTY, JOYCE","DEM",2012,"H","OH",3,"C00507368"
"1286","H2OH03133","TYSON, PRISCILLA","DEM",2012,"H","OH",3,"C00508325"
"1287","H2OH03141","LONG, CHRIS","REP",2012,"H","OH",3,"C00517441"
"1288","H2OH04131","SLONE, JAMES M","DEM",2012,"H","OH",4,"C00510321"
"1289","H2OH05021","ZIMMANN, ANGELA KAY","DEM",2012,"H","OH",5,"C00505909"
"1290","H2OH06086","ADULEWICZ, CAS","DEM",2012,"H","OH",6,"C00509745"
"1291","H2OH06102","SMITH, VICTOR","REP",2012,"H","OH",6,""
"1292","H2OH07167","HEALY-ABRAMS, JOYCE","DEM",2012,"H","OH",7,"C00509612"
"1293","H2OH08074","LEWIS, DAVID","REP",2012,"H","OH",8,"C00512434"
"1294","H2OH09031","KAPTUR, MARCY C HON.","DEM",2012,"H","OH",9,"C00154625"
"1295","H2OH09114","WURZELBACHER, SAMUEL JOSEPH","REP",2012,"H","OH",9,"C00503433"
"1296","H2OH09122","KRAUS, STEVEN WAYNE","REP",2012,"H","OH",9,"C00504282"
"1297","H2OH09130","VEYSEY, GRAHAM FORD","DEM",2012,"H","OH",9,"C00509711"
"1298","H2OH10195","FROST, ROBERT","REP",2012,"H","OH",10,"C00495267"
"1299","H2OH10203","GUARENTE, THOMAS A","REP",2012,"H","OH",10,"C00499483"
"1300","H2OH10211","BREEN, EDWARD FOCKE","REP",2012,"H","OH",10,"C00510362"
"1301","H2OH10229","GARDNER, MICHAEL","DEM",2012,"H","OH",10,""
"1302","H2OH10237","STEELE, RYAN","DEM",2012,"H","OH",10,""
"1303","H2OH10245","VAN ALLEN, L. MACK","DEM",2012,"H","OH",10,""
"1304","H2OH11151","TURNER, NINA","DEM",2012,"H","OH",11,"C00507236"
"1305","H2OH12092","YARBROUGH, WILLIAM MAYO","REP",2012,"H","OH",12,"C00504027"
"1306","H2OH12100","REESE, JAMES","DEM",2012,"H","OH",12,"C00505842"
"1307","H2OH13181","MEYER, LISA REGULA","DEM",2012,"H","OH",13,""
"1308","H2OH13199","AGANA, MARISHA GUZMAN","REP",2012,"H","OH",13,"C00507491"
"1309","H2OH14064","JOYCE, DAVID P","REP",2012,"H","OH",14,"C00527457"
"1310","H2OH15087","LANG, PATRICK","DEM",2012,"H","OH",15,"C00507889"
"1311","H2OH15095","WHARTON, RICHARD SCOTT","DEM",2012,"H","OH",15,"C00509703"
"1312","H2OH15103","CHOPE, CHARLES","REP",2012,"H","OH",15,""
"1313","H2OH16036","HOWARD, DAWNETTA N","DEM",2012,"H","OH",7,"C00504977"
"1314","H2OH17109","RYAN, TIMOTHY","DEM",2012,"H","OH",13,"C00373464"
"1315","H2OH21036","HENLEY, GERALD CARVER","DEM",2012,"H","OH",11,"C00272773"
"1316","H2OK01093","SULLIVAN, JOHN","REP",2012,"H","OK",1,"C00366773"
"1317","H2OK01143","BRIDENSTINE, JAMES FREDERICK","REP",2012,"H","OK",1,"C00502393"
"1318","H2OK01150","OLSON, JOHN RICHARD","DEM",2012,"H","OK",1,"C00509976"
"1319","H2OK02075","CORN, KENNETH RAY","DEM",2012,"H","OK",2,"C00497651"
"1320","H2OK02083","MULLIN, MARKWAYNE","REP",2012,"H","OK",2,"C00498345"
"1321","H2OK02091","FAUGHT, GEORGE E","REP",2012,"H","OK",2,"C00499608"
"1322","H2OK02109","ROWE, DUSTIN PRICE","REP",2012,"H","OK",2,"C00500066"
"1323","H2OK02117","WOOD, DAKOTA LEE","REP",2012,"H","OK",2,"C00500611"
"1324","H2OK02125","THOMPSON, DONALD DWAYNE","REP",2012,"H","OK",2,"C00501296"
"1325","H2OK02133","HERRIMAN, CARROLL WAYNE","DEM",2012,"H","OK",2,"C00502245"
"1326","H2OK02141","PETTIGREW, WAYNE","REP",2012,"H","OK",2,"C00502500"
"1327","H2OK02158","WALLACE, ROB","DEM",2012,"H","OK",2,"C00504290"
"1328","H2OK02166","EVERETT, EARL EARL","DEM",2012,"H","OK",2,"C00521484"
"1329","H2OK03081","MURRAY, TIMOTHY RAY","DEM",2012,"H","OK",3,"C00511253"
"1330","H2OK03099","STUMP, WILLIAM CRAIG","REP",2012,"H","OK",3,""
"1331","H2OK04055","COLE, TOM JEFFERY","REP",2012,"H","OK",4,"C00379735"
"1332","H2OK04139","BEBO, DONNA MARIE","DEM",2012,"H","OK",4,"C00509273"
"1333","H2OK04147","CAISSIE, GARY D","REP",2012,"H","OK",4,""
"1334","H2OR01109","AVAKIAN, BRAD","DEM",2012,"H","OR",1,"C00495655"
"1335","H2OR01117","CASTILLE, KALIKO","DEM",2012,"H","OR",1,"C00498048"
"1336","H2OR01125","WITT, BRADLEY K","DEM",2012,"H","OR",1,"C00499319"
"1337","H2OR01133","BONAMICI, SUZANNE","DEM",2012,"H","OR",1,"C00500421"
"1338","H2OR01190","MORGAN, DELINDA","REP",2012,"H","OR",1,"C00525154"
"1339","H2OR01208","MICHAELS, LISA","REP",2012,"H","OR",1,""
"1340","H2OR02131","MATHIS, KEITH EDMOND","REP",2012,"H","OR",2,"C00511758"
"1341","H2OR03105","GREEN RONALD NEAL","REP",2012,"H","OR",3,"C00525485"
"1342","H2OR04061","ROBINSON, MATTHEW ","DEM",2012,"H","OR",4,"C00519850"
"1343","H2OR05167","BOWERMAN, KAREN","REP",2012,"H","OR",5,"C00509398"
"1344","H2PA01073","MOORE, JIMMIE SEE","DEM",2012,"H","PA",1,"C00497644"
"1345","H2PA02055","FATTAH, CHAKA MR.","DEM",2012,"H","PA",2,"C00254441"
"1346","H2PA02139","MANSFIELD, ROBERT ALLEN","REP",2012,"H","PA",2,"C00506758"
"1347","H2PA03111","EATON, MELISSA ANN","DEM",2012,"H","PA",3,"C00509869"
"1348","H2PA04135","PERRY, SCOTT","REP",2012,"H","PA",4,"C00510164"
"1349","H2PA04143","PERKINSON, HARRY EBIFF JR","DEM",2012,"H","PA",4,"C00510883"
"1350","H2PA04150","MARTIN, ERIC ROBERT","REP",2012,"H","PA",4,"C00513747"
"1351","H2PA04168","SUMMERS, SEAN E","REP",2012,"H","PA",4,"C00512509"
"1352","H2PA04176","SWOMLEY, MARK M","REP",2012,"H","PA",4,"C00514257"
"1353","H2PA04184","LEE, KENNETH W ""KEN''","DEM",2012,"H","PA",4,"C00515221"
"1354","H2PA04192","DOWNS, KEVIN EUGENE","REP",2012,"H","PA",4,"C00518001"
"1355","H2PA05058","DUMAS, CHARLES","DEM",2012,"H","PA",5,"C00514836"
"1356","H2PA06080","HOLDEN, TIMOTHY T","DEM",2012,"H","PA",17,"C00265322"
"1357","H2PA06114","GERLACH, JIM","REP",2012,"H","PA",6,"C00372102"
"1358","H2PA07070","BADEY, GEORGE J III","DEM",2012,"H","PA",7,"C00512756"
"1359","H2PA08102","BOOCKVAR, KATHRYN","DEM",2012,"H","PA",8,"C00509406"
"1360","H2PA09035","SHUSTER, WILLIAM MR.","REP",2012,"H","PA",9,"C00364935"
"1361","H2PA09084","RAMSBURG, KAREN","DEM",2012,"H","PA",9,"C00514455"
"1362","H2PA09100","SEDLOCK, ADAM C JR","DEM",2012,"H","PA",9,"C00523654"
"1363","H2PA10090","SCOLLO, PHILIP","DEM",2012,"H","PA",10,"C00512228"
"1364","H2PA11098","BARLETTA, LOU","REP",2012,"H","PA",11,"C00445122"
"1365","H2PA11106","VINSKO, BILL","DEM",2012,"H","PA",11,"C00499426"
"1366","H2PA13110","ROONEY, JOSEPH JAMES","REP",2012,"H","PA",13,"C00506584"
"1367","H2PA13128","KLEINMAN, NATHAN I","DEM",2012,"H","PA",13,"C00510743"
"1368","H2PA14092","BROOKS, JANIS C DR","DEM",2012,"H","PA",14,"C00510917"
"1369","H2PA15099","DAUGHERTY, RICHARD D","DEM",2012,"H","PA",15,"C00506162"
"1370","H2PA15107","EATON, J JACKSON","DEM",2012,"H","PA",15,"C00507004"
"1371","H2PA16063","STRADER, ARYANNA","DEM",2012,"H","PA",16,"C00510446"
"1372","H2PA17079","CARTWRIGHT, MATTHEW A","DEM",2012,"H","PA",17,"C00509968"
"1373","H2PA17087","CUMMINGS, LAUREEN A.","REP",2012,"H","PA",17,"C00518423"
"1374","H2PA18143","MURPHY, TIM","REP",2012,"H","PA",18,"C00372201"
"1375","H2PA18150","MAGGI, LAWRENCE OWEN","DEM",2012,"H","PA",18,"C00512483"
"1376","H2PA18176","FEINBERG, EVAN","REP",2012,"H","PA",18,"C00503102"
"1377","H2PA19091","MALONEY, ERIC","REP",2012,"H","PA",19,"C00493866"
"1378","H2PA19117","WAGA, THEADORE III","REP",2012,"H","PA",4,"C00504423"
"1379","H2PR00057","FERRER, HECTOR J","DEM",2012,"H","PR",0,"C00499806"
"1380","H2PR00065","ALOMAR, RAFAEL COX","DEM",2012,"H","PR",0,"C00506212"
"1381","H2RI01178","DOHERTY, BRENDAN P.","REP",2012,"H","RI",1,"C00496851"
"1382","H2RI01186","YOUNG, CHRISTOPHER F.","DEM",2012,"H","RI",1,""
"1383","H2RI02135","RILEY, MICHAEL G. MR.","REP",2012,"H","RI",2,"C00505990"
"1384","H2SC00020","BAUER, ANDRE","REP",2012,"H","SC",0,"C00504993"
"1385","H2SC01069","ROSE, BOBBIE","DEM",2012,"H","SC",1,"C00514968"
"1386","H2SC02042","CLYBURN, JAMES E","DEM",2012,"H","SC",6,"C00255562"
"1387","H2SC02059","WILSON, ADDISON (JOE) GRAVES","REP",2012,"H","SC",2,"C00368522"
"1388","H2SC03107","ST JOHN , JACK ANDREW JR","REP",2012,"H","SC",3,"C00516583"
"1389","H2SC03115","GAITHER, ROBERT CASON","DEM",2012,"H","SC",3,"C00518084"
"1390","H2SC04097","TOBIAS, JAMES GORDON SR","DEM",2012,"H","SC",4,"C00506006"
"1391","H2SC04105","MORROW, DEB","DEM",2012,"H","SC",4,"C00532713"
"1392","H2SC05086","KNOTT, JOYCE","DEM",2012,"H","SC",5,"C00519561"
"1393","H2SC07017","STEPHENS, GARY MONTGOMERY","REP",2012,"H","SC",7,"C00501403"
"1394","H2SC07025","VIERS, LARKIN TAYLOR THADDEUS","REP",2012,"H","SC",7,"C00502872"
"1395","H2SC07033","DIGGS, WILLIAM PARNELL","DEM",2012,"H","SC",7,"C00505487"
"1396","H2SC07041","VICK, TED MARTIN","DEM",2012,"H","SC",7,"C00507798"
"1397","H2SC07058","BRITTAIN, ANDREW PRESTON","DEM",2012,"H","SC",7,"C00506204"
"1398","H2SC07066","RICE, TOM","REP",2012,"H","SC",7,"C00506048"
"1399","H2SC07074","JORDAN, WALLACE HERBERT JR ''JAY''","REP",2012,"H","SC",7,"C00506360"
"1400","H2SC07082","HARWELL, DEBORAH B","REP",2012,"H","SC",7,"C00506949"
"1401","H2SC07090","MADER, JAMES LAWRENCE","REP",2012,"H","SC",7,"C00507616"
"1402","H2SC07108","TINUBU, GLORIA BROMELL","DEM",2012,"H","SC",7,"C00508242"
"1403","H2SC07116","WALLACE, RANDAL","REP",2012,"H","SC",7,"C00508911"
"1404","H2SC07124","PROSSER, CHANDLER CYLE","REP",2012,"H","SC",7,"C00511725"
"1405","H2SC07132","CULLER, RENEE' ELLIOTT","REP",2012,"H","SC",7,"C00512517"
"1406","H2SC07140","PAVILACK, HAROLD","DEM",2012,"H","SC",7,"C00515304"
"1407","H2SD00134","VARILEK, MATT","DEM",2012,"H","SD",0,"C00507350"
"1408","H2SD01033","BARTH, JEFF","DEM",2012,"H","SD",0,"C00498915"
"1409","H2TN01072","WOODRUFF, ALAN P","DEM",2012,"H","TN",1,"C00505479"
"1410","H2TN02021","GOODALE, TROY CHRISTOPHER","DEM",2012,"H","TN",2,"C00522359"
"1411","H2TN02088","CIPARRO, NICK","REP",2012,"H","TN",2,""
"1412","H2TN02096","LEINWEBEER, JOSEPH JR.","REP",2012,"H","TN",2,""
"1413","H2TN03128","WAMP, THOMAS WESTON","REP",2012,"H","TN",3,"C00503565"
"1414","H2TN03136","TAYLOR, WILLIAM H II","DEM",2012,"H","TN",3,"C00508481"
"1415","H2TN03144","HEADRICK, MARY MARGARET","DEM",2012,"H","TN",3,"C00510602"
"1416","H2TN03151","MAYFIELD, CHARLES SCOTT JR","REP",2012,"H","TN",3,"C00511691"
"1417","H2TN03169","BHALLA, RANJIT (RON)","REP",2012,"H","TN",3,"C00519447"
"1418","H2TN04258","STEWART, RICHARD ERIC","DEM",2012,"H","TN",4,"C00507178"
"1419","H2TN04266","KELLEY , SHANNON","REP",2012,"H","TN",4,""
"1420","H2TN05131","COOPER, JAMES H.S.","DEM",2012,"H","TN",5,"C00376665"
"1421","H2TN05255","JONES, JUSTIN","REP",2012,"H","TN",5,""
"1422","H2TN05263","SMITH , JOHN (BIG JOHN)","REP",2012,"H","TN",5,""
"1423","H2TN05271","STAATS, RICHARD BRADLEY","REP",2012,"H","TN",5,"C00521922"
"1424","H2TN06030","BLACKBURN, MARSHA MRS.","REP",2012,"H","TN",7,"C00376939"
"1425","H2TN06139","ROBINSON, RACHEL","DEM",2012,"H","TN",6,"C00526459"
"1426","H2TN07178","AMOUZOUVIK, CREDO COMLAN","DEM",2012,"H","TN",7,"C00518068"
"1427","H2TN08119","BRADLEY, WES","DEM",2012,"H","TN",8,"C00521054"
"1428","H2TN08127","DIXON, TIMOTHY D","DEM",2012,"H","TN",8,"C00523928"
"1429","H2TN08135","STOSCHECK, CHRISTA","DEM",2012,"H","TN",8,""
"1430","H2TN08143","JUSTICE, ANNETTE","REP",2012,"H","TN",8,""
"1431","H2TN09141","HART, TOMEKA ROCHELLE","DEM",2012,"H","TN",9,"C00498238"
"1432","H2TN09158","STOOKSBERRY, ROLLIN WILSON","REP",2012,"H","TN",9,"C00516625"
"1433","H2TX00015","JOHNSON, EDDIE BERNICE","DEM",2012,"H","TX",30,"C00254573"
"1434","H2TX00098","LAWRENCE, WILLIAM CLARENCE","REP",2012,"H","TX",12,"C00491258"
"1435","H2TX00106","MORENOFF, DAN","REP",2012,"H","TX",NA,"C00491308"
"1436","H2TX00114","STINCHFIELD, GRANT PATRICK JR","REP",2012,"H","TX",24,"C00498881"
"1437","H2TX00122","YOUNG, MARC STEVEN","REP",2012,"H","TX",0,"C00508119"
"1438","H2TX01062","MCKELLAR, SHIRLEY JONETTA  DR","DEM",2012,"H","TX",1,"C00506287"
"1439","H2TX02094","DOUGHERTY, JAMES SAMPSON","DEM",2012,"H","TX",2,"C00517953"
"1440","H2TX03118","JOHNSON, SAMUEL ROBERT","REP",2012,"H","TX",3,"C00250720"
"1441","H2TX03126","SESSIONS, PETE","REP",2012,"H","TX",32,"C00303305"
"1442","H2TX03258","CAESAR, JOSHUA C","REP",2012,"H","TX",3,"C00507897"
"1443","H2TX04066","JOHNSON, JAMES KENNETH","REP",2012,"H","TX",4,"C00492801"
"1444","H2TX04074","HATHCOX, VALINDA","DEM",2012,"H","TX",4,""
"1445","H2TX05121","HENSARLING, JEB HON.","REP",2012,"H","TX",5,"C00370650"
"1446","H2TX05204","MROSKO, LINDA SUZANNE","DEM",2012,"H","TX",5,"C00518944"
"1447","H2TX05212","WALLACE, PAT","DEM",2012,"H","TX",5,""
"1448","H2TX06111","KUCHAR, FRANK CHARLES","REP",2012,"H","TX",6,"C00493965"
"1449","H2TX06129","CHOW, JOE","REP",2012,"H","TX",6,"C00499749"
"1450","H2TX06137","JAQUESS, DONALD MAX","DEM",2012,"H","TX",6,"C00504225"
"1451","H2TX06145","ROBINSON, PHILLIP SCOTT","DEM",2012,"H","TX",6,""
"1452","H2TX06152","ALAMEEL, DAVID DR.","DEM",2012,"H","TX",33,"C00507483"
"1453","H2TX06178","HINOJOSA-FLORES, BRIANNA L","DEM",2012,"H","TX",6,"C00515940"
"1454","H2TX06186","QUINTANILLA, CARLOS JR","DEM",2012,"H","TX",33,"C00517243"
"1455","H2TX07028","ANDREWS, PHILLIP","DEM",2012,"H","TX",7,"C00495770"
"1456","H2TX07036","CARGAS, JAMES P","DEM",2012,"H","TX",7,"C00509299"
"1457","H2TX08067","IRISH, CHRISTOPHER ARTHUR","REP",2012,"H","TX",8,""
"1458","H2TX08075","YOUNGBLOOD, LARRY","REP",2012,"H","TX",8,"C00503292"
"1459","H2TX08083","BURNS, NEIL  PAUL","DEM",2012,"H","TX",8,"C00505750"
"1460","H2TX10097","BELTZ, ERNIE ALAN JR","REP",2012,"H","TX",25,"C00508705"
"1461","H2TX10105","TRAYLOR, EDDIE KAYE","REP",2012,"H","TX",10,"C00510925"
"1462","H2TX10113","CADIEN, TAWANA W.","DEM",2012,"H","TX",10,"C00523902"
"1463","H2TX10121","MILLER, WILLIAM E., JR.","DEM",2012,"H","TX",10,""
"1464","H2TX11061","RILEY, JAMES EDWARD FRANCIS SR","DEM",2012,"H","TX",11,"C00491662"
"1465","H2TX11079","BROWN, MARVEN WADE","REP",2012,"H","TX",11,"C00504100"
"1466","H2TX12077","MCCUNE, WILLIAM E","DEM",2012,"H","TX",12,"C00501221"
"1467","H2TX13075","BARLOW, PAMELA LEE  DVM","REP",2012,"H","TX",13,"C00500496"
"1468","H2TX14081","TRUNCALE, MICHAEL JOSEPH","REP",2012,"H","TX",14,"C00499590"
"1469","H2TX14107","DAY, TIMOTHY TERREL","REP",2012,"H","TX",14,""
"1470","H2TX14115","OLD, JAMES ROWLAND JR","REP",2012,"H","TX",14,"C00503748"
"1471","H2TX14123","HARRIS, FELICIA","REP",2012,"H","TX",14,"C00502310"
"1472","H2TX14131","GONZALEZ, ROBERTO F","REP",2012,"H","TX",14,"C00501957"
"1473","H2TX14149","WEBER, RANDY","REP",2012,"H","TX",14,"C00502229"
"1474","H2TX14156","SARGENT, WILLIAM KEDZIE","REP",2012,"H","TX",14,"C00510677"
"1475","H2TX14164","MANSIUS, MARK ANDERSON","REP",2012,"H","TX",14,"C00510867"
"1476","H2TX14172","DAILEY, LINDA","DEM",2012,"H","TX",14,"C00515312"
"1477","H2TX14180","HAWES, PAUL","REP",2012,"H","TX",14,""
"1478","H2TX15039","KUIKEN, JAMES ANDREW","REP",2012,"H","TX",15,"C00506634"
"1479","H2TX15047","RAMIREZ, RUBEN RAMON","DEM",2012,"H","TX",15,"C00506675"
"1480","H2TX15054","CANTU, DAVID","DEM",2012,"H","TX",15,"C00507723"
"1481","H2TX15062","CROSS, JANE","DEM",2012,"H","TX",15,"C00508820"
"1482","H2TX15088","PARTAIN, JOHNNY RAY","DEM",2012,"H","TX",15,"C00518266"
"1483","H2TX15096","CERVERA, REBECCA","REP",2012,"H","TX",15,"C00518647"
"1484","H2TX16185","O'ROURKE, ROBERT ''BETO''","DEM",2012,"H","TX",16,"C00501197"
"1485","H2TX16193","CARRASCO, BARBARA","REP",2012,"H","TX",16,"C00504811"
"1486","H2TX16201","ROEN, COREY DEAN","REP",2012,"H","TX",16,"C00506915"
"1487","H2TX16219","JOHNSON, PAUL, JR.","DEM",2012,"H","TX",16,""
"1488","H2TX16227","TILGHMAN, JEROME","DEM",2012,"H","TX",16,""
"1489","H2TX17068","HINDMAN, GEORGE WILLIAM","REP",2012,"H","TX",17,"C00521336"
"1490","H2TX18124","MCDONALD, MICHAEL PEREZ","DEM",2012,"H","TX",18,""
"1491","H2TX18140","SEIBERT, SEAN ERIC LEE","REP",2012,"H","TX",18,"C00521179"
"1492","H2TX19064","WINN, CHRISTOPHER DUDLEY","REP",2012,"H","TX",19,"C00517995"
"1493","H2TX20039","ROSA, DAVID L","REP",2012,"H","TX",20,"C00507665"
"1494","H2TX20047","JOHNSON, EZRA ALLEN","DEM",2012,"H","TX",20,"C00507814"
"1495","H2TX21078","MACK, RICHARD","REP",2012,"H","TX",21,"C00510412"
"1496","H2TX21086","DUVAL, CANDACE","DEM",2012,"H","TX",21,"C00510834"
"1497","H2TX21094","MORGAN, RICHARD","REP",2012,"H","TX",21,"C00516948"
"1498","H2TX21102","BOONE, DANIEL CURTIS","DEM",2012,"H","TX",21,"C00503599"
"1499","H2TX22092","GEORGE, KELAYIL P","DEM",2012,"H","TX",22,"C00494377"
"1500","H2TX22100","CARLSON, BARBARA J","REP",2012,"H","TX",22,"C00507442"
"1501","H2TX22118","MARTIN, MAX OWEN","DEM",2012,"H","TX",36,"C00509109"
"1502","H2TX23082","CUELLAR, HENRY R.","DEM",2012,"H","TX",28,"C00371302"
"1503","H2TX23108","PELAEZ, MANUEL","DEM",2012,"H","TX",23,""
"1504","H2TX23116","BUSTAMANTE, JOHN MARCUS","DEM",2012,"H","TX",23,"C00501080"
"1505","H2TX23124","GALLEGO, PETE","DEM",2012,"H","TX",23,"C00501908"
"1506","H2TX24114","MCGEHEARTY, PATRICK  FABIAN","DEM",2012,"H","TX",24,"C00508515"
"1507","H2TX24122","RUSK, TIMOTHY EDWARD","DEM",2012,"H","TX",24,"C00518472"
"1508","H2TX25210","GARRISON, DAVID HENRY","REP",2012,"H","TX",25,"C00498493"
"1509","H2TX25228","MATTHEWS, BRIAN","REP",2012,"H","TX",25,"C00499905"
"1510","H2TX25236","WILBANKS, CHAD","REP",2012,"H","TX",25,"C00501155"
"1511","H2TX25244","PRUYN, RALPH","REP",2012,"H","TX",25,"C00501551"
"1512","H2TX25251","HEWLETT, JACK JUSTIN","REP",2012,"H","TX",25,"C00502831"
"1513","H2TX25269","HENDERSON, ELAINE M.","DEM",2012,"H","TX",25,"C00524637"
"1514","H2TX25277","DILLON, JAMES","REP",2012,"H","TX",25,""
"1515","H2TX25285","HOLCOMB, CHARLIE","REP",2012,"H","TX",25,""
"1516","H2TX26093","BURGESS, MICHAEL C. DR.","REP",2012,"H","TX",26,"C00372532"
"1517","H2TX26150","COSTA, DIANNE SALVAGNO","REP",2012,"H","TX",25,"C00494906"
"1518","H2TX26168","SANCHEZ, DAVID","DEM",2012,"H","TX",26,"C00504829"
"1519","H2TX27125","CHAMBLESS, DALLAS RAY","REP",2012,"H","TX",27,"C00499111"
"1520","H2TX27133","HARRISON, ROSE MEZA","DEM",2012,"H","TX",27,"C00504498"
"1521","H2TX27141","VILLALOBOS, ARMANDO","DEM",2012,"H","TX",34,"C00507327"
"1522","H2TX27158","SAENZ BLANCHARD, DENISE","DEM",2012,"H","TX",34,"C00507806"
"1523","H2TX27166","GARZA, RAMIRO JR","DEM",2012,"H","TX",34,"C00508036"
"1524","H2TX27174","MIDDLEBROOK, DONALD ALFRED","REP",2012,"H","TX",27,"C00511808"
"1525","H2TX27182","TORRES, SALOMON","DEM",2012,"H","TX",34,"C00509620"
"1526","H2TX27190","VELA, FILEMON MR.","DEM",2012,"H","TX",34,"C00513531"
"1527","H2TX27216","MCDONALD, RONNIE","DEM",2012,"H","TX",27,"C00516773"
"1528","H2TX27224","TREVINO, JERRY J","DEM",2012,"H","TX",27,"C00518621"
"1529","H2TX27232","JUNAID, MURPHY ALADE","DEM",2012,"H","TX",27,""
"1530","H2TX27240","ROBERTS, TREY","REP",2012,"H","TX",27,""
"1531","H2TX28040","BRUEGGEMANN, DALE ALLEN","REP",2012,"H","TX",15,"C00497867"
"1532","H2TX28057","HAYWARD, WILLIAM R","REP",2012,"H","TX",28,"C00515916"
"1533","H2TX29030","GREEN, RAYMOND E. 'GENE'","DEM",2012,"H","TX",29,"C00254185"
"1534","H2TX30061","GELBMAN, ITAMAR","REP",2012,"H","TX",6,"C00495937"
"1535","H2TX30079","CARAWAY, BARBARA LEN MALLORY","DEM",2012,"H","TX",30,"C00501924"
"1536","H2TX30087","CLAYTON, TAJ","DEM",2012,"H","TX",30,"C00506196"
"1537","H2TX30095","WASHINGTON, TRAVIS JR","REP",2012,"H","TX",30,"C00508333"
"1538","H2TX31044","CARTER, JOHN R. REP.","REP",2012,"H","TX",31,"C00371203"
"1539","H2TX31127","KLINGEMANN, ERIC","REP",2012,"H","TX",31,"C00513358"
"1540","H2TX32026","HOFHEINZ, WALTER W.","DEM",2012,"H","TX",32,"C00373605"
"1541","H2TX32067","MCGOVERN, KATHERINE SAVERS","DEM",2012,"H","TX",32,"C00518118"
"1542","H2TX33016","STACY, JOHN WILLIAM","REP",2012,"H","TX",33,"C00496869"
"1543","H2TX33032","WILLIAMS, MICHAEL L","REP",2012,"H","TX",25,"C00457960"
"1544","H2TX33040","WILLIAMS, ROGER","REP",2012,"H","TX",25,"C00498121"
"1545","H2TX33057","DE LAPAZ, DAVID WILLIAM","DEM",2012,"H","TX",33,"C00502997"
"1546","H2TX33065","BRADLEY, CHARLES WAYNE","REP",2012,"H","TX",33,"C00505586"
"1547","H2TX33073","VEASEY, MARC ALLISON","DEM",2012,"H","TX",33,"C00506832"
"1548","H2TX33081","HICKS, ERIN KATHLEEN","DEM",2012,"H","TX",33,"C00507590"
"1549","H2TX33099","MITCHELL, MONTE MARK","REP",2012,"H","TX",33,"C00508531"
"1550","H2TX33107","ROBINSON, DAVID KEITH","DEM",2012,"H","TX",12,"C00508283"
"1551","H2TX33115","LEE, AL","REP",2012,"H","TX",33,"C00509570"
